Age		Intensity
1576.0000	38.2123
1578.0514	38.2467
1580.1029	38.1539
1582.1543	38.2298
1584.2057	38.3099
1586.2571	38.5894
1588.3086	38.9553
1590.3600	39.5252
1592.4114	40.1602
1594.4629	40.8632
1596.5143	41.6277
1598.5657	42.2461
1600.6171	42.8814
1602.6686	43.4381
1604.7200	43.6614
1606.7714	43.8133
1608.8229	43.8113
1610.8743	43.5308
1612.9257	43.1764
1614.9771	42.7510
1617.0286	42.2552
1619.0800	41.5629
1621.1314	40.7551
1623.1829	39.9956
1625.2343	39.3025
1627.2857	38.8363
1629.3371	38.4860
1631.3886	38.2885
1633.4400	38.0441
1635.4914	37.9170
1637.5429	37.7681
1639.5943	37.7161
1641.6457	37.6381
1643.6971	37.7170
1645.7486	37.8530
1647.8000	38.0429
1649.8514	38.2800
1651.9029	38.5495
1653.9543	38.8863
1656.0057	39.1521
1658.0571	39.4440
1660.1086	39.6965
1662.1600	39.9662
1664.2114	40.1719
1666.2629	40.3390
1668.3143	40.4571
1670.3657	40.5572
1672.4171	40.5743
1674.4686	40.5613
1676.5200	40.5093
1678.5714	40.3843
1680.6229	40.2638
1682.6743	40.0993
1684.7257	39.9158
1686.7771	39.7019
1688.8286	39.4794
1690.8800	39.3319
1692.9314	39.2297
1694.9829	39.1734
1697.0343	39.1105
1699.0857	39.0531
1701.1371	39.0095
1703.1886	38.8417
1705.2400	38.6411
1707.2914	38.4636
1709.3429	38.2351
1711.3943	37.9544
1713.4457	37.6625
1715.4971	37.3776
1717.5486	37.0361
1719.6000	36.7054
1721.6514	36.3345
1723.7029	35.9760
1725.7543	35.6532
1727.8057	35.3392
1729.8571	35.0183
1731.9086	34.7027
1733.9600	34.4109
1736.0114	34.1386
1738.0629	33.8896
1740.1143	33.6924
1742.1657	33.5552
1744.2171	33.4509
1746.2686	33.4282
1748.3200	33.3711
1750.3714	33.4277
1752.4229	33.4804
1754.4743	33.5782
1756.5257	33.7141
1758.5771	33.8356
1760.6286	33.9384
1762.6800	34.0838
1764.7314	34.1768
1766.7829	34.3631
1768.8343	34.4882
1770.8857	34.5717
1772.9371	34.6243
1774.9886	34.5837
1777.0400	34.4696
1779.0914	34.2631
1781.1429	33.8771
1783.1943	33.3796
1785.2457	32.7238
1787.2971	32.0239
1789.3486	31.2343
1791.4000	30.5120
1793.4514	29.7906
1795.5029	29.1737
1797.5543	28.7308
1799.6057	28.3412
1801.6571	27.9708
1803.7086	27.7304
1805.7600	27.5609
1807.8114	27.4890
1809.8629	27.4337
1811.9143	27.3920
1813.9657	27.3357
1816.0171	27.3183
1818.0686	27.2823
1820.1200	27.1808
1822.1714	27.0919
1824.2229	26.9574
1826.2743	26.8202
1828.3257	26.6377
1830.3771	26.4810
1832.4286	26.3262
1834.4800	26.1878
1836.5314	26.0166
1838.5829	25.9106
1840.6343	25.7832
1842.6857	25.6650
1844.7371	25.5532
1846.7886	25.4513
1848.8400	25.3949
1850.8914	25.3718
1852.9429	25.3153
1854.9943	25.3165
1857.0457	25.3050
1859.0971	25.4027
1861.1486	25.4623
1863.2000	25.5902
1865.2514	25.7279
1867.3029	25.9091
1869.3543	26.1118
1871.4057	26.3468
1873.4571	26.5959
1875.5086	26.8801
1877.5600	27.1587
1879.6114	27.3791
1881.6629	27.5541
1883.7143	27.5754
1885.7657	27.5228
1887.8171	27.2399
1889.8686	26.8507
1891.9200	26.4128
1893.9714	25.9873
1896.0229	25.7149
1898.0743	25.6100
1900.1257	25.7378
1902.1771	26.1618
1904.2286	26.3586
1906.2800	25.8470
1908.3314	24.4037
