Age		Intensity
-3128.4324	37.1459
-3100.0000	35.7139
-3071.5676	34.2692
-3043.1351	32.6549
-3014.7027	31.0543
-2986.2703	29.3717
-2957.8378	27.6711
-2929.4054	26.0951
-2900.9730	24.7035
-2872.5405	23.3618
-2844.1081	22.0346
-2815.6757	20.8919
-2787.2432	19.7171
-2758.8108	18.8142
-2730.3784	18.0433
-2701.9459	17.3369
-2673.5135	16.7613
-2645.0811	16.2487
-2616.6486	15.6592
-2588.2162	15.1887
-2559.7838	14.7178
-2531.3514	14.4309
-2502.9189	14.1460
-2474.4865	13.8697
-2446.0541	13.7168
-2417.6216	13.5519
-2389.1892	13.4118
-2360.7568	13.3776
-2332.3243	13.3164
-2303.8919	13.3279
-2275.4595	13.4045
-2247.0270	13.5373
-2218.5946	13.6941
-2190.1622	13.8813
-2161.7297	14.1004
-2133.2973	14.2918
-2104.8649	14.4876
-2076.4324	14.7275
-2048.0000	15.0484
-2019.5676	15.3989
-1991.1351	15.8172
-1962.7027	16.2781
-1934.2703	16.7926
-1905.8378	17.3094
-1877.4054	17.8517
-1848.9730	18.5308
-1820.5405	19.4096
-1792.1081	20.3521
-1763.6757	21.3071
-1735.2432	22.4063
-1706.8108	23.4706
-1678.3784	24.6259
-1649.9459	25.7709
-1621.5135	26.9289
-1593.0811	28.1493
-1564.6486	29.2979
-1536.2162	30.4120
-1507.7838	31.5865
-1479.3514	32.6559
-1450.9189	33.7037
-1422.4865	34.8000
-1394.0541	35.8005
-1365.6216	36.6856
-1337.1892	37.4132
-1308.7568	38.1023
-1280.3243	38.6526
-1251.8919	39.0403
-1223.4595	39.2370
-1195.0270	39.2525
-1166.5946	39.1904
-1138.1622	39.1402
-1109.7297	38.9308
-1081.2973	38.6381
-1052.8649	38.3037
-1024.4324	37.9811
-996.0000	37.6507
-967.5676	37.3281
-939.1351	37.0063
-910.7027	36.7357
-882.2703	36.5399
-853.8378	36.3809
-825.4054	36.1693
-796.9730	36.0623
-768.5405	35.9928
-740.1081	35.9779
-711.6757	35.8779
-683.2432	35.8712
-654.8108	35.8726
-626.3784	35.8078
-597.9459	35.7258
-569.5135	35.6236
-541.0811	35.6036
-512.6486	35.5532
-484.2162	35.4650
-455.7838	35.4101
-427.3514	35.3679
-398.9189	35.2215
-370.4865	35.0186
-342.0541	34.7873
-313.6216	34.5373
-285.1892	34.2170
-256.7568	34.0242
-228.3243	34.0596
-199.8919	34.0409
-171.4595	34.0564
-143.0270	34.1385
-114.5946	34.3122
-86.1622	34.6564
-57.7297	35.0426
-29.2973	35.4656
-0.8649		36.0162
27.5676		36.6037
56.0000		37.3058
84.4324		38.0829
112.8649	38.8929
141.2973	39.8083
169.7297	40.7750
198.1622	41.7716
226.5946	42.7602
255.0270	43.7967
283.4595	44.7737
311.8919	45.6338
340.3243	46.2210
368.7568	46.4301
397.1892	46.4213
425.6216	46.2598
454.0541	45.8501
482.4865	45.1396
510.9189	44.3692
539.3514	43.5794
567.7838	42.9136
596.2162	42.3076
624.6486	41.8838
653.0811	41.5078
681.5135	41.3436
709.9459	41.2539
738.3784	41.2554
766.8108	41.4008
795.2432	41.5584
823.6757	41.7357
852.1081	41.9506
880.5405	42.1887
908.9730	42.4185
937.4054	42.7143
965.8378	43.0511
994.2703	43.3325
1022.7027	43.6152
1051.1351	44.0077
1079.5676	44.3946
1108.0000	44.7511
1136.4324	45.1973
1164.8649	45.7793
1193.2973	46.4867
1221.7297	47.1673
1250.1622	47.3092
1278.5946	47.1949
1307.0270	46.9398
1335.4595	46.7520
1363.8919	46.0084
1392.3243	44.5896
1420.7568	42.8864
1449.1892	41.2556
1477.6216	39.5487
1506.0541	37.9253
1534.4865	36.3710
1562.9189	35.0178
1591.3514	33.8083
1619.7838	32.7806
1648.2162	31.9485
1676.6486	31.1854
1705.0811	30.4702
1733.5135	29.8142
1761.9459	29.1375
1790.3784	28.4216
1818.8108	27.7666
1847.2432	27.0777
1875.6757	26.3879
1904.1081	25.6895
